Reporting Year,Licence Profile,Waste Source,Waste Action,List of Waste Code,Low Code Description,Respondent Waste Description,Accepted Waste Quantity,Accepted waste quantity from abroad,Accepted Waste Quantity from Ireland,On Site Waste Treatment Type,Waste Quantity Tonnes per Year,Next Destination Waste Treatment Type,Final Destination Abroad,Final Destination Waste Treatment Type
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,15 01 02,plastic packaging,"Clear plastic film, Plastic packaging (Bottles) and Polystyrene",23.5,0.0,23.5,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,15 01 04,metallic packaging,Metallic Packaging / Aluminium Cans,10.06,0.0,10.06,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,16 01 03,end-of-life tyres,Tyres from skips,,,,,6.82,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,17 01 07,"mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","Mixed Concrete, Bricks, Tiles and Ceramics",40.3,0.0,40.3,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,17 01 07,"mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","Mixed Concrete, Bricks, Tiles and Ceramics",,,,,440.0,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,17 02 01,Wood,Wood from C&D sites,111.355,0.0,111.355,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,17 02 01,Wood,Wood from C&D sites,,,,,436.58,,Yes,R03 - Other recycling or reclamation of organic substances which are not used as solvents (to end-of-waste)
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,17 02 02,Glass,Plate glass,3.54,0.0,3.54,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,17 03 02,bituminous mixtures other than those mentioned in 17 03 01,Tarmacadam,730.535,0.0,730.535,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,17 03 02,bituminous mixtures other than those mentioned in 17 03 01,Tarmacadam,,,,,710.52,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,17 04 07,mixed metals,Metal from C&D sites,11.38,0.0,11.38,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,17 04 07,mixed metals,Heavy steel - Grade 1 & Grade 2,,,,,233.38,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert soil and stone,,,,,4.56,,No,"D01 - Deposit into or onto land (e.g. landfill, etc.)"
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,17 09 04,"mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03",Mixed C&D,0.76,0.0,0.76,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,17 09 04,"mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03",Mixed C&D waste,,,,,134.18,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,19 08 01,Screenings,TP Screenings,21.14,0.0,21.14,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,19 12 03,non-ferrous metal,Non ferrous metal (Aluminium cans),1407.32,0.0,1407.32,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,19 12 03,non-ferrous metal,Non-ferrous metal and Aluminium cans ,,,,,926.68,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,19 12 03,non-ferrous metal,Non-ferrous metal and Aluminium cans ,,,,,534.42,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,19 12 04,plastic and rubber,HDPE Bottles,5.36,0.0,5.36,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Residual waste from AD plant,179.24,0.0,179.24,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 01 01,paper and cardboard,"Cupstock, Paper and Virgin Paper",65.08,0.0,65.08,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 01 01,paper and cardboard,Paper cupstock,,,,,52.9,,Yes,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list)
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 01 01,paper and cardboard,Paper cupstock,,,,,7.86,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 01 02,Glass,Mixed glass,135.68,0.0,135.68,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 01 02,Glass,Mixed glass,,,,,92.6,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 01 02,Glass,Mixed glass,,,,,18.04,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 01 08 A,Household biodegradable kitchen & canteen waste,Brown bin waste (household),459.48,0.0,459.48,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 01 08 B,Non-household biodegradable kitchen & canteen waste,Brown bin waste (commercial),502.52,0.0,502.52,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 01 08 B,Non-household biodegradable kitchen & canteen waste,Biodegradable kitchen & canteen waste (brown bin waste),,,,,485.16,,No,R03 - Anaerobic digestion
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 01 08 B,Non-household biodegradable kitchen & canteen waste,Biodegradable kitchen & canteen waste (brown bin waste),,,,,400.56,,No,R03 - Anaerobic digestion
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 01 33*,"batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries",Mixed batteries,,,,,0.52,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),No,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
",WEEE,,,,,1.36,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 01 38,wood other than that mentioned in 20 01 37,Wood,176.5,0.0,176.5,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 01 39,Plastics,"Hard plastic, Mixed plastic bottles",149.52,0.0,149.52,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 01 40 C,Mixed metals,Mixed metals,6.76,0.0,6.76,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 01 40 C,Mixed metals,Mixed metals & Stainless steel,,,,,8.02,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 02 01,biodegradable waste,Garden waste,24.88,0.0,24.88,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 02 01,biodegradable waste,Garden waste,,,,,19.82,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 03 01 A,Municipal mixed residual  household,Mixed waste domestic,2164.64,0.0,2164.64,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 03 01 B,Municipal mixed residual non-household,Mixed waste commercial,1752.496,0.0,1752.496,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,Mixed waste & ICW,,,,,189.88,,No,"D05 - Specially engineered landfill, non-hazardous waste"
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,Mixed waste,,,,,3215.94,,No,R01 - Incineration plant (use as fuel) - non-hazardous waste
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,Mixed waste,,,,,284.46,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,Mixed waste,,,,,918.26,,No,R01 - Incineration plant (use as fuel) - non-hazardous waste
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 03 01 D,Municipal mixed dry recyclables household,Mixed dry recycling domestic,997.684,0.0,997.684,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 03 01 E,Municipal mixed dry recyclables non-household,Mixed dry recycling commercial,156.084,0.0,156.084,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 03 01 E,Municipal mixed dry recyclables non-household,Mixed dry recycling,,,,,1274.67,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 03 03,street-cleaning residues,Residue from road sweeping,11.6,0.0,11.6,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 03 07 A,Bulky waste household,Bulky waste domestic,512.513,0.0,512.513,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Waste Accepted,Waste Accepted,20 03 07 B,Bulky waste non-household,Bulky waste and mattresses,748.866,0.0,748.866,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,,,
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 03 07 B,Bulky waste non-household,Bulky waste,,,,,82.54,,No,"D05 - Specially engineered landfill, non-hazardous waste"
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 03 07 B,Bulky waste non-household,Bulky waste,,,,,1115.64,,No,R01 - Incineration plant (use as fuel) - non-hazardous waste
2022,Clean (Irl) Refuse & Recycling Co. Unlimited Company - W0253,Accepted,Transferred,20 03 07 B,Bulky waste non-household,Bulky waste,,,,,46.52,R12 - Exchange of waste for submission to any of the operations numbered R1 to R11 (see R12 description in guidance for full list),,
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,13 02 08*,"other engine, gear and lubricating oils",stored prior to shipment off site,1.96,0.0,1.96,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,13 02 08*,"other engine, gear and lubricating oils",storage prior to transfer off site,,,,,1.96,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,15 01 02,plastic packaging,stored prior to shipment off site,61.04,0.0,61.04,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,15 01 02,plastic packaging,storage prior to transfer off site,,,,,61.04,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,15 01 04,metallic packaging,stored prior to shipment off site,10.52,0.0,10.52,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,15 01 04,metallic packaging,storage prior to transfer off site,,,,,10.52,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,15 02 02*,"absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by hazardous substances",stored prior to shipment off site,0.06,0.0,0.06,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,15 02 02*,"absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by hazardous substances",storage prior to transfer off site,,,,,0.06,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,16 05 04*,gases in pressure containers (including halons) containing hazardous substances,stored prior to shipment off site,0.62,0.0,0.62,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,16 05 04*,gases in pressure containers (including halons) containing hazardous substances,storage prior to transfer off site,,,,,0.62,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,16 06 01*,lead batteries,stored prior to shipment off site,1.26,0.0,1.26,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,16 06 01*,lead batteries,storage prior to transfer off site,,,,,1.26,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,16 06 02*,Ni-Cd batteries,stored prior to shipment off site,0.33,0.0,0.33,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,16 06 02*,Ni-Cd batteries,storage prior to transfer off site,,,,,0.33,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,16 06 04,alkaline batteries (except 16 06 03),stored prior to shipment off site,1.24,0.0,1.24,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,16 06 04,alkaline batteries (except 16 06 03),storage prior to transfer off site,,,,,1.24,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,17 01 07,"mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06",stored prior to shipment off site,62.78,0.0,62.78,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,17 01 07,"mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06",storage prior to transfer off site,,,,,62.78,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,17 02 02,Glass,stored prior to shipment off site,71.88,0.0,71.88,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,17 02 02,Glass,storage prior to transfer off site,,,,,71.88,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,19 12 01,paper and cardboard,stored prior to shipment off site,91.5,0.0,91.5,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,19 12 01,paper and cardboard,storage prior to transfer off site,,,,,91.5,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 01,paper and cardboard,stored prior to shipment off site,66.71,0.0,66.71,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 01,paper and cardboard,storage prior to transfer off site,,,,,66.71,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 02,Glass,stored prior to shipment off site,7.46,0.0,7.46,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 02,Glass,storage prior to transfer off site,,,,,7.46,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 08 A,Household biodegradable kitchen & canteen waste,stored prior to shipment off site,10.66,0.0,10.66,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 08 A,Household biodegradable kitchen & canteen waste,storage prior to transfer off site,,,,,10.66,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 11,Textiles,stored prior to shipment off site,4.12,0.0,4.12,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 11,Textiles,storage prior to transfer off site,,,,,4.12,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,stored prior to shipment off site,0.52,0.0,0.52,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,storage prior to transfer off site,,,,,0.52,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 25,edible oil and fat,stored prior to shipment off site,1.06,0.0,1.06,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 25,edible oil and fat,storage prior to transfer off site,,,,,1.06,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances",stored prior to shipment off site,4.54,0.0,4.54,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances",storage prior to transfer off site,,,,,4.54,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
",stored prior to shipment off site,111.5,0.0,111.5,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
",storage prior to transfer off site,,,,,111.5,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 38,wood other than that mentioned in 20 01 37,stored prior to shipment off site,117.63,0.0,117.63,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 38,wood other than that mentioned in 20 01 37,storage prior to transfer off site,,,,,117.63,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 40 C,Mixed metals,stored prior to shipment off site,74.38,0.0,74.38,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 40 C,Mixed metals,storage prior to transfer off site,,,,,74.38,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 02 01,biodegradable waste,stored prior to shipment off site,85.96,0.0,85.96,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 02 01,biodegradable waste,storage prior to transfer off site,,,,,85.96,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 03 01 A,Municipal mixed residual  household,stored prior to shipment off site,316.85,0.0,316.85,"D15 - Storage pending disposal of waste (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 03 01 A,Municipal mixed residual  household,storage prior to transfer off site,,,,,316.85,,No,"D15 - Storage pending disposal of waste (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 03 03,street-cleaning residues,stored prior to shipment off site,105.87,0.0,105.87,"D15 - Storage pending disposal of waste (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 03 03,street-cleaning residues,storage prior to transfer off site,,,,,105.87,,No,"D15 - Storage pending disposal of waste (excluding temporary storage, pending collection, on the site where the waste is produced)"
