Reporting Year,Licence Profile,Waste Source,Waste Action,List of Waste Code,Low Code Description,Respondent Waste Description,Accepted Waste Quantity,Accepted waste quantity from abroad,Accepted Waste Quantity from Ireland,On Site Waste Treatment Type,Waste Quantity Tonnes per Year,Next Destination Waste Treatment Type,Final Destination Abroad,Final Destination Waste Treatment Type
2022,Ashgrove Recycling - W0147,Accepted,Transferred,17 05 04,soil and stones other than those mentioned in 17 05 03,soil and stones,,,,,340.94,,No,R10 - Land treatment resulting in benefit to agriculture or ecological improvement
2022,Ashgrove Recycling - W0147,Accepted,Transferred,17 05 04,soil and stones other than those mentioned in 17 05 03,soil and stones,,,,,51.94,,No,R10 - Land treatment resulting in benefit to agriculture or ecological improvement
2022,Ashgrove Recycling - W0147,Accepted,Transferred,17 05 04,soil and stones other than those mentioned in 17 05 03,Soil and Stones ,,,,,371.4,,No,R10 - Land treatment resulting in benefit to agriculture or ecological improvement
2022,Ashgrove Recycling - W0147,Accepted,Transferred,17 05 04,soil and stones other than those mentioned in 17 05 03,Soil and Stone,,,,,1180.74,,No,R10 - Land treatment resulting in benefit to agriculture or ecological improvement
2022,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,17 06 04,insulation materials other than those mentioned in 17 06 01 and 17 06 03,Insulation,0.26,0.0,0.26,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,17 08 02,gypsum-based construction materials other than those mentioned in 17 08 01,gypsum-based construction materials,585.52,0.0,585.52,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Ashgrove Recycling - W0147,Accepted,Transferred,17 08 02,gypsum-based construction materials other than those mentioned in 17 08 01,gypsum-based construction,,,,,350.56,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,17 09 04,"mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03",C&D waste,3955.59,0.0,3955.59,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Ashgrove Recycling - W0147,Accepted,Transferred,17 09 04,"mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03",mixed construction and demolition wastes,,,,,14.96,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Ashgrove Recycling - W0147,Accepted,Transferred,17 09 04,"mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03",mixed construction and demolition wastes ,,,,,52.26,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Ashgrove Recycling - W0147,Accepted,Transferred,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Trommelled Waste ( Mechanical treatment of waste) ,,,,,100.32,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Ashgrove Recycling - W0147,Accepted,Transferred,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Trommelled Waste ( Mechanical treatment of waste) ,,,,,84.7,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
",WEEE,3.7,0.0,3.7,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Ashgrove Recycling - W0147,Accepted,Transferred,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
",WEEE,,,,,4.72,,No,R04 - Metal and metal component recycling or reclamation (to end-of-waste)
2022,Ashgrove Recycling - W0147,Accepted,Transferred,20 01 38,wood other than that mentioned in 20 01 37,White timber,,,,,160.78,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 01 39,Plastics,Plastics,25.88,0.0,25.88,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Ashgrove Recycling - W0147,Accepted,Transferred,20 01 39,Plastics,Plastics,,,,,58.64,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 02 01,biodegradable waste,biodegradable waste,48.74,0.0,48.74,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Ashgrove Recycling - W0147,Accepted,Transferred,20 02 01,biodegradable waste,biodegradable waste,,,,,88.58,,No,R03 - Composting (aerobic)
2022,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 03 01 B,Municipal mixed residual non-household,Municipal mixed dry recyclables non-household,1648.74,0.0,1648.74,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Ashgrove Recycling - W0147,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,Bulky waste non-household,,,,,351.66,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Ashgrove Recycling - W0147,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,municipal mixed residual non-household,,,,,4627.12,,No,D10 - Incineration on land (disposal) - non-hazardous waste
2022,Ashgrove Recycling - W0147,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,Municipal mixed residual non-household,,,,,26.14,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 03 01 E,Municipal mixed dry recyclables non-household,Municipal mixed dry recyclables non-household,7.6,0.0,7.6,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 03 07 B,Bulky waste non-household,Bulky waste non-household,5130.72,0.0,5130.72,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Ashgrove Recycling - W0147,Accepted,Transferred,20 03 07 B,Bulky waste non-household,Bulky waste non-household,,,,,1206.22,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,13 02 04*,"mineral-based chlorinated engine, gear and lubricating oils","mineral-based chlorinated engine, gear and lubricating oils ",2.22,0.0,2.22,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,13 02 04*,"mineral-based chlorinated engine, gear and lubricating oils","mineral-based chlorinated engine, gear and lubricating oils",,,,,2.22,,No,R03 - Preparing for reuse of organic substances
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 01,paper and cardboard packaging,Paper and Cardboard Packaging,31.82,0.0,31.82,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 01,paper and cardboard packaging,paper and cardboard packaging,,,,,31.82,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 02,plastic packaging,plastic packaging,15.28,0.0,15.28,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 02,plastic packaging,plastic packaging,,,,,15.28,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 03,wooden packaging,Wooden packaging ,76.45,0.0,76.45,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 03,wooden packaging,wooden packaging,,,,,76.45,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 04,metallic packaging,Metallic Packaging ,16.02,0.0,16.02,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 04,metallic packaging,metallic packaging,,,,,16.02,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 05,composite packaging,Tetrapaks,2.82,0.0,2.82,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 05,composite packaging,Tetrapak ,,,,,2.82,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 01,paper and cardboard,paper and cardboard,21.58,0.0,21.58,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 01,paper and cardboard,paper and cardboard,,,,,21.58,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 02,Glass,Domestic glass packaging,20.0,0.0,20.0,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 02,Glass,Domestic glass packaging,,,,,14.46,,No,R05 - Preparing for reuse of inorganic materials
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 02,Glass,Flat Glass,,,,,5.54,,No,R05 - Preparing for reuse of inorganic materials
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,fluorescent tubes and other mercury-containing waste,0.19,0.0,0.19,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,Household waste fluorescent lamps and other mercury containing waste,,,,,0.19,,No,R04 - Preparing for reuse of metal and metal compounds
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances",Waste Paint and Varnish (incl containers),6.26,0.0,6.26,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances","paint, inks, adhesives and resins containing hazardous substances",,,,,6.26,,No,R05 - Preparing for reuse of inorganic materials
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 33*,"batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries","batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries",1.56,0.0,1.56,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 33*,"batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries","batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries",,,,,1.56,,No,R04 - Preparing for reuse of metal and metal compounds
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 36 A,"Municipal waste white goods
","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35",79.26,0.0,79.26,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 36 A,"Municipal waste white goods
","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35",,,,,79.26,,No,R04 - Preparing for reuse of metal and metal compounds
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 40 C,Mixed metals,metals,26.58,0.0,26.58,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 40 C,Mixed metals,mixed metals,,,,,26.58,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 02 01,biodegradable waste,biodegradable waste,65.62,0.0,65.62,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 02 01,biodegradable waste,biodegradable waste,,,,,65.62,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 03 01 A,Municipal mixed residual  household,Municipal mixed residual household,532.09,0.0,532.09,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 03 01 A,Municipal mixed residual  household,Municipal mixed residual household,,,,,532.09,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2022,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 03 07 A,Bulky waste household,Bulky waste household,363.69,0.0,363.69,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2022,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 03 07 A,Bulky waste household,Bulky waste household,,,,,363.69,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,13 02 08*,"other engine, gear and lubricating oils",oil,,,,,1.1,,No,R09 - Oil re-refining or other reuses of oil
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,15 01 01,paper and cardboard packaging,paper and cardboard packaging,,,,,17.394,,No,R05 - Preparing for reuse of inorganic materials
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,15 01 02,plastic packaging,plastic packaging,,,,,6.824,,No,R05 - Preparing for reuse of inorganic materials
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,15 01 04,metallic packaging,cans,,,,,2.428,,No,R04 - Preparing for reuse of metal and metal compounds
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,15 01 04,metallic packaging,aluminium cans,,,,,0.12,,Yes,R04 - Preparing for reuse of metal and metal compounds
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,16 05 04*,gases in pressure containers (including halons) containing hazardous substances,aerosols,,,,,0.345,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",Yes,R06 - Regeneration of acids or bases
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,16 06 01*,lead batteries,lead batteries,,,,,1.36,,No,R04 - Preparing for reuse of metal and metal compounds
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,16 06 04,alkaline batteries (except 16 06 03),alkaline batteries,,,,,0.725,,No,R04 - Preparing for reuse of metal and metal compounds
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 01,paper and cardboard,paper and cardboard,,,,,36.55,,No,R05 - Preparing for reuse of inorganic materials
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 02,Glass,glass,,,,,8.807,,Yes,R05 - Preparing for reuse of inorganic materials
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 11,Textiles,Textiles,,,,,5.47,,No,R05 - Preparing for reuse of inorganic materials
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,fluorescent lamps,,,,,0.137,,No,R05 - Preparing for reuse of inorganic materials
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 25,edible oil and fat,cooking oil,,,,,0.0,,Yes,R09 - Oil re-refining or other reuses of oil
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances",paints,,,,,0.0,,No,R06 - Regeneration of acids or bases
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances",paints,,,,,3.435,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",Yes,R06 - Regeneration of acids or bases
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 33*,"batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries",portable batteries,,,,,0.509,,No,R04 - Metal and metal component recycling or reclamation (to end-of-waste)
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
",WEEE,,,,,40.834,,No,R05 - Preparing for reuse of inorganic materials
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 38,wood other than that mentioned in 20 01 37,wood,,,,,42.74,,No,R03 - Preparing for reuse of organic substances
2022,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 40 C,Mixed metals,metal,,,,,22.7,,No,R04 - Preparing for reuse of metal and metal compounds
2022,Ballaghaderreen Landfill - W0059,Waste Accepted,Waste Accepted,20 01 99,other fractions not otherwise specified,Civic Amenity Site intake - municipal waste,269.248,0.0,269.248,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
