Reporting Year,Licence Profile,Waste Source,Waste Action,List of Waste Code,Low Code Description,Respondent Waste Description,Accepted Waste Quantity,Accepted waste quantity from abroad,Accepted Waste Quantity from Ireland,On Site Waste Treatment Type,Waste Quantity Tonnes per Year,Next Destination Waste Treatment Type,Final Destination Abroad,Final Destination Waste Treatment Type
2023,Ashgrove Recycling - W0147,Accepted,Transferred,17 03 02,bituminous mixtures other than those mentioned in 17 03 01,Bitumen,,,,,5.0,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2023,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,17 04 02,Aluminium,Aluminum,1.24,0.0,1.24,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,17 04 02,Aluminium,Aluminium,,,,,1.66,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,17 04 05,iron and steel,Mixed Metals ,,,,,15.56,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,17 04 07,mixed metals,Metals,41.24,0.0,41.24,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,17 04 07,mixed metals,Metal ,,,,,579.94,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,17 04 11,cables other than those mentioned in 17 04 10,Cable,,,,,1.4,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,17 05 04,soil and stones other than those mentioned in 17 05 03,Soil and Stone ,364.92,0.0,364.92,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,17 05 04,soil and stones other than those mentioned in 17 05 03,Soil and Stone ,,,,,957.06,,No,R10 - Land treatment resulting in benefit to agriculture or ecological improvement
2023,Ashgrove Recycling - W0147,Accepted,Transferred,17 05 04,soil and stones other than those mentioned in 17 05 03,Soil and Stone,,,,,891.96,,No,R10 - Land treatment resulting in benefit to agriculture or ecological improvement
2023,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,17 06 04,insulation materials other than those mentioned in 17 06 01 and 17 06 03,Insulation ,1.46,0.0,1.46,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,17 08 02,gypsum-based construction materials other than those mentioned in 17 08 01,Plasterboard ,413.0,0.0,413.0,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,17 08 02,gypsum-based construction materials other than those mentioned in 17 08 01,Plasterboard,,,,,227.52,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2023,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,17 09 04,"mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03",Mixed C&D,2779.0,0.0,2779.0,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,17 09 04,"mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03",Mixed C&D,,,,,3.0,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 01 02,Glass,Glass,832.3,0.0,832.3,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,20 01 02,Glass,Glass,,,,,945.76,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,20 01 36 A,"Municipal waste white goods
",White Goods,,,,,4.88,,No,R04 - Metal and metal component recycling or reclamation (to end-of-waste)
2023,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
",Monitors ,4.88,0.0,4.88,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,20 01 38,wood other than that mentioned in 20 01 37,Wood,,,,,62.46,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 01 39,Plastics,Plastic,1.06,0.0,1.06,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 02 01,biodegradable waste,Green Waste ,96.04,0.0,96.04,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,20 02 01,biodegradable waste,Green Waste,,,,,95.42,,No,R03 - Composting (aerobic)
2023,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 03 01 B,Municipal mixed residual non-household,Mixed Waste ,1061.03,0.0,1061.03,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,Mixed Waste,,,,,274.58,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,Mixed Residual Waste ,,,,,591.12,,No,D10 - Incineration on land (disposal) - non-hazardous waste
2023,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 03 01 E,Municipal mixed dry recyclables non-household,Dry Recyclables ,7.1,0.0,7.1,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,20 03 01 E,Municipal mixed dry recyclables non-household,Dry Recyclables,,,,,1.01,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 03 07 B,Bulky waste non-household,Bulky Waste ,4115.33,0.0,4115.33,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Ashgrove Recycling - W0147,Accepted,Transferred,20 03 07 B,Bulky waste non-household,Light Waste,,,,,4159.08,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,13 01 01*,"hydraulic oils, containing PCBs",Hydraulic Oils containing PBCs ,0.68,0.0,0.68,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,13 01 01*,"hydraulic oils, containing PCBs","hydraulic oils, containing PBCs",,,,,0.68,,No,R03 - Preparing for reuse of organic substances
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 01,paper and cardboard packaging,Paper and Cardboard Packaging ,14.88,0.0,14.88,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 01,paper and cardboard packaging,Paper and Cardboard Packaging,,,,,14.88,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 02,plastic packaging,Plastic Packaging ,24.84,0.0,24.84,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 02,plastic packaging,plastic packaging,,,,,24.84,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 03,wooden packaging,Wooden Packaging ,81.7,0.0,81.7,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 03,wooden packaging,wooden packaging,,,,,81.7,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 04,metallic packaging,Metallic Packaging ,5.07,0.0,5.07,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 04,metallic packaging,metallic packaging,,,,,5.07,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 05,composite packaging,Tetrapaks ,4.66,0.0,4.66,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 05,composite packaging,Tetrapak,,,,,4.66,R03 - Preparing for reuse of organic substances,,
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 07,glass packaging,Bottles ,12.36,0.0,12.36,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 07,glass packaging,Bottles,,,,,12.36,,No,R05 - Preparing for reuse of inorganic materials
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,16 06 04,alkaline batteries (except 16 06 03),Alkaline Batteries ,0.82,0.0,0.82,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,16 06 04,alkaline batteries (except 16 06 03),alkaline batteries,,,,,0.82,,No,R04 - Preparing for reuse of metal and metal compounds
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,17 08 02,gypsum-based construction materials other than those mentioned in 17 08 01,Gypsum Based construction Materials ,12.66,0.0,12.66,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,17 08 02,gypsum-based construction materials other than those mentioned in 17 08 01,Gypsum-based construction materials other than those mentioned in 17 08 01*,,,,,12.66,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 01,paper and cardboard,Paper and Cardboard ,46.18,0.0,46.18,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 01,paper and cardboard,paper and cardboard ,,,,,46.18,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 02,Glass,Glass ,9.46,0.0,9.46,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 02,Glass,glass,,,,,9.46,,No,R05 - Preparing for reuse of inorganic materials
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,Fluorescent Tubes and other mercury containing waste ,0.76,0.0,0.76,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,fluorescent tubes and other mercury-containing waste,,,,,0.76,,No,R04 - Preparing for reuse of metal and metal compounds
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 25,edible oil and fat,Edible Oil and Fat ,0.26,0.0,0.26,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 25,edible oil and fat,edible oil and fat,,,,,0.26,,No,R09 - Oil re-refining or other reuses of oil
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances",Waste Paint and Varnish - Including Containers ,6.02,0.0,6.02,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances",Waste Paint and Varnish (incl containers),,,,,6.02,,No,R05 - Preparing for reuse of inorganic materials
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 36 A,"Municipal waste white goods
",Discarded Electrical and Electronic Equipment ,85.48,0.0,85.48,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 36 A,"Municipal waste white goods
","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35",,,,,85.48,,No,R04 - Preparing for reuse of metal and metal compounds
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 40 C,Mixed metals,Metals ,31.87,0.0,31.87,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 40 C,Mixed metals,metals,,,,,31.87,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 02 01,biodegradable waste,Biodegradable Waste ,69.42,0.0,69.42,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 02 01,biodegradable waste,biodegradable waste,,,,,69.42,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste ,366.9,0.0,366.9,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 03 01 A,Municipal mixed residual  household,mixed municipal waste,,,,,366.9,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 03 07 A,Bulky waste household,Bulky Waste and Mattresses ,318.75,0.0,318.75,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 03 07 A,Bulky waste household,Mattresses bulky waste,,,,,8.86,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 03 07 A,Bulky waste household,bulky waste,,,,,309.89,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,13 02 08*,"other engine, gear and lubricating oils",Motor oil,,,,,1.548,,No,R09 - Oil re-refining or other reuses of oil
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,15 01 01,paper and cardboard packaging,,,,,,40.971,,No,R05 - Preparing for reuse of inorganic materials
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,15 01 02,plastic packaging,,,,,,6.98,,No,R05 - Preparing for reuse of inorganic materials
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,15 01 04,metallic packaging,,,,,,2.384,,No,R04 - Metal and metal component recycling or reclamation (to end-of-waste)
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,15 01 07,glass packaging,,,,,,8.376,,Yes,R05 - Preparing for reuse of inorganic materials
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,16 05 04*,gases in pressure containers (including halons) containing hazardous substances,,,,,,0.327,,No,R04 - Metal and metal component recycling or reclamation (to end-of-waste)
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,16 06 01*,lead batteries,,,,,,1.679,,No,R04 - Metal and metal component recycling or reclamation (to end-of-waste)
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,16 06 04,alkaline batteries (except 16 06 03),,,,,,0.573,,No,R04 - Metal and metal component recycling or reclamation (to end-of-waste)
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 01,paper and cardboard,,,,,,11.583,,No,R05 - Preparing for reuse of inorganic materials
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 11,Textiles,,,,,,4.36,,No,R05 - Preparing for reuse of inorganic materials
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,,,,,,0.161,,No,R05 - Preparing for reuse of inorganic materials
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances",,,,,,1.596,,No,R06 - Regeneration of acids or bases
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 33*,"batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries",,,,,,0.379,,No,R04 - Metal and metal component recycling or reclamation (to end-of-waste)
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
",,,,,,39.876,,No,R05 - Preparing for reuse of inorganic materials
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 38,wood other than that mentioned in 20 01 37,,,,,,41.46,,No,R03 - Preparing for reuse of organic substances
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 40 C,Mixed metals,,,,,,23.78,,No,R04 - Metal and metal component recycling or reclamation (to end-of-waste)
2023,Ballaghaderreen Landfill - W0059,Waste Accepted,Waste Accepted,20 01 99,other fractions not otherwise specified,Civic Amenity Site Waste ,274.755,0.0,274.755,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 99,other fractions not otherwise specified,Contaminated recycling waste,,,,,2.512,,No,R05 - Preparing for reuse of inorganic materials
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 03 01 A,Municipal mixed residual  household,,,,,,66.3,,No,"D01 - Deposit into or onto land (e.g. landfill, etc.)"
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 03 07 A,Bulky waste household,,,,,,4.48,,No,R05 - Preparing for reuse of inorganic materials
2023,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 03 07 A,Bulky waste household,,,,,,15.45,,No,R05 - Preparing for reuse of inorganic materials
2023,Ballaghveny Landfill - W0078,Waste Accepted Landfill,Waste Accepted Landfill,10 01 15,"bottom ash, slag and boiler dust from co-incineration other than those mentioned in 10 01 14",Ash,1490.76,0.0,1490.76,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2023,Ballaghveny Landfill - W0078,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Non hazardous soil and stone,9618.16,0.0,9618.16,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2023,Ballaghveny Landfill - W0078,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Non hazardous soil and stone.,4939.36,0.0,4939.36,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2023,Ballaghveny Landfill - W0078,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Non Hazardous soil and stone.,2355.84,0.0,2355.84,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2023,Ballaghveny Landfill - W0078,Waste Accepted Landfill,Waste Accepted Landfill,19 05 99,wastes not otherwise specified,Stabilised Compost.,13498.14,0.0,13498.14,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2023,Ballaghveny Landfill - W0078,Waste Accepted Landfill,Waste Accepted Landfill,19 13 02,solid wastes from soil remediation other than those mentioned in 19 13 01,Remediated soil.,16980.59,0.0,16980.59,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2023,Ballaghveny Landfill - W0078,Waste Accepted Landfill,Waste Accepted Landfill,19 13 02,solid wastes from soil remediation other than those mentioned in 19 13 01,Remediated soil.,109.0,0.0,109.0,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2023,Ballymount Baling Station - W0003,Waste Accepted,Waste Accepted,13 02 04*,"mineral-based chlorinated engine, gear and lubricating oils",Oil's and lubricants  left by the public at the civic amenity,42.66,0.0,42.66,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
