Reporting Year,Licence Profile,Waste Source,Waste Action,List of Waste Code,Low Code Description,Respondent Waste Description,Accepted Waste Quantity,Accepted waste quantity from abroad,Accepted Waste Quantity from Ireland,On Site Waste Treatment Type,Waste Quantity Tonnes per Year,Next Destination Waste Treatment Type,Final Destination Abroad,Final Destination Waste Treatment Type
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,10 11 03,waste glass-based fibrous materials,Waste Fiber Glass,13.62,0.0,13.62,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,16 03 04,inorganic wastes other than those mentioned...... (off cuts from production so generated on site and not a 17 code ),Off Spec Products,18.62,0.0,18.62,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,16 03 04,inorganic wastes other than those mentioned...... (off cuts from production so generated on site and not a 17 code ),Off Spec Products,27.44,0.0,27.44,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,118.6,0.0,118.6,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,2310.78,0.0,2310.78,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,17332.01,0.0,17332.01,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,10207.76,0.0,10207.76,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,35393.29,0.0,35393.29,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,383.7,0.0,383.7,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,120.2,0.0,120.2,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,1772.78,0.0,1772.78,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,64.26,0.0,64.26,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,61354.72,0.0,61354.72,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,540.82,0.0,540.82,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,21.34,0.0,21.34,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,1094.96,0.0,1094.96,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,6267.14,0.0,6267.14,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,77.66,0.0,77.66,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Inert Soil & Stones,612.68,0.0,612.68,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Non-Hazardous Soil & Stones,74.22,0.0,74.22,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Non-Hazardous Soil & Stones,112.48,0.0,112.48,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Non-Hazardous Soil & Stones,11.14,0.0,11.14,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 05 06,dredging spoil other than those mentioned in 17 05 05,Dredging Soil,17.78,0.0,17.78,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,17 06 04,insulation materials other than those mentioned in 17 06 01 and 17 06 03,Insulation,644.32,0.0,644.32,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 02 06,sludges from physico/chemical treatment other than those mentioned in 19 02 05,Sludge,360.94,0.0,360.94,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 02 06,sludges from physico/chemical treatment other than those mentioned in 19 02 05,Sludge,509.54,0.0,509.54,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 05 01,non-composted fraction of municipal and similar wastes,Non-Composted Fraction Overs,884.44,0.0,884.44,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 05 01,non-composted fraction of municipal and similar wastes,Non-Composted Fraction,104.32,0.0,104.32,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 05 01,non-composted fraction of municipal and similar wastes,Non-Composted Fraction,205.34,0.0,205.34,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 05 01,non-composted fraction of municipal and similar wastes,Non-Composted Fraction,1818.52,0.0,1818.52,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 05 99,wastes not otherwise specified,Biostabilised Waste,4761.08,0.0,4761.08,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 05 99,wastes not otherwise specified,Biostabilised Waste,8299.1,0.0,8299.1,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 08 01,Screenings,Screenings,2.12,0.0,2.12,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 08 01,Screenings,Screenings,12.64,0.0,12.64,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 08 01,Screenings,Screenings,8.42,0.0,8.42,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 08 01,Screenings,Screenings,223.0,0.0,223.0,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 08 01,Screenings,Screenings,8.88,0.0,8.88,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 09 05,saturated or spent ion exchange resins,Spent Ion Exchange Resin,5.1,0.0,5.1,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 09 05,saturated or spent ion exchange resins,Spent Ion Exchange Resin,87.5,0.0,87.5,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 05,Glass,Inert Glass used in Landfill Engineering,3181.58,0.0,3181.58,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 09,"minerals (for example sand, stones)",Inert Construction Rubble,1274.02,0.0,1274.02,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 09,"minerals (for example sand, stones)",Inert Clean Construction Rubble,297.1,0.0,297.1,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,30631.45,0.0,30631.45,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,7812.82,0.0,7812.82,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,1496.66,0.0,1496.66,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C&D Fines ,8402.72,0.0,8402.72,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,2005.1,0.0,2005.1,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,4815.94,0.0,4815.94,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,1167.86,0.0,1167.86,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,10000.52,0.0,10000.52,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,3207.3,0.0,3207.3,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,598.2,0.0,598.2,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,13152.14,0.0,13152.14,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,13751.74,0.0,13751.74,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,4145.48,0.0,4145.48,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,7590.92,0.0,7590.92,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,593.48,0.0,593.48,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Inert C& D Fines,2745.06,0.0,2745.06,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Clean Construction Rubble (L),3970.4,0.0,3970.4,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Clean Construction Rubble (L),3211.7,0.0,3211.7,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Clean Construction Rubble (L),499.82,0.0,499.82,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Clean Construction Rubble (L),56.4,0.0,56.4,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Clean Construction Rubble (L),972.44,0.0,972.44,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Clean Construction Rubble (L),877.26,0.0,877.26,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Clean Construction Rubble (S),3290.76,0.0,3290.76,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Clean Construction Rubble (S),867.5,0.0,867.5,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Clean Construction Rubble (S),3932.08,0.0,3932.08,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Clean Construction Rubble (S),1732.16,0.0,1732.16,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Clean Construction Rubble (S),1273.04,0.0,1273.04,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Residues from Local Authority CA Sites ,1862.12,0.0,1862.12,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Waste from Mechanical Treatment - (Overs),2518.2,0.0,2518.2,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Waste From Mechanical Treatment - MSW for Disposal ,3567.58,0.0,3567.58,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Waste From Mechanical Treatment - MSW for Disposal ,1144.12,0.0,1144.12,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Waste From Mechanical Treatment - MSW for Disposal ,666.92,0.0,666.92,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Waste From Mechanical Treatment - MSW for Disposal ,1060.32,0.0,1060.32,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Waste From Mechanical Treatment - MSW for Disposal ,181.76,0.0,181.76,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Waste from Mechanical Treatment (Overs Greater 60),2219.48,0.0,2219.48,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Waste from Mechanical Treatment (Overs Greater 60),1677.62,0.0,1677.62,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Waste from Mechanical Treatment (Overs Greater 60),94.88,0.0,94.88,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 12 12,other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11,Waste From Mechanical Treatment- Filterhouse,165.98,0.0,165.98,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,19 13 02,solid wastes from soil remediation other than those mentioned in 19 13 01,Non-Hazardous Soil & Stones,2010.56,0.0,2010.56,R05 - Recovery of inorganic materials in the form of backfilling,,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,2280.28,0.0,2280.28,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,163.94,0.0,163.94,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,80.78,0.0,80.78,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,276.38,0.0,276.38,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,166.82,0.0,166.82,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,45.1,0.0,45.1,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,1220.24,0.0,1220.24,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,145.78,0.0,145.78,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,124.72,0.0,124.72,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,33.3,0.0,33.3,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,1558.38,0.0,1558.38,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,167.92,0.0,167.92,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,280.6,0.0,280.6,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,248.44,0.0,248.44,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,684.14,0.0,684.14,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,1.56,0.0,1.56,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,19.38,0.0,19.38,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,1891.74,0.0,1891.74,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste Environmental Cleanup Laois Co Co,252.82,0.0,252.82,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste - Environmental Cleanup,31.96,0.0,31.96,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste - Environmental Cleanup (Old Landfill),1436.38,0.0,1436.38,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,21.94,0.0,21.94,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 B,Municipal mixed residual non-household,International Catering Waste,11.5,0.0,11.5,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 B,Municipal mixed residual non-household,International Catering Waste,115.14,0.0,115.14,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 B,Municipal mixed residual non-household,International Catering Waste,8.48,0.0,8.48,"D05 - Specially engineered landfill, non-hazardous waste",,,,
2023,Drehid Waste Management Facility - W0201,Waste Accepted Landfill,Waste Accepted Landfill,20 03 01 B,Municipal mixed residual non-household,International Catering Waste,45.52,0.0,45.52,"D05 - Specially engineered landfill, non-hazardous waste",,,,
