Reporting Year,Licence Profile,Waste Source,Waste Action,List of Waste Code,Low Code Description,Respondent Waste Description,Accepted Waste Quantity,Accepted waste quantity from abroad,Accepted Waste Quantity from Ireland,On Site Waste Treatment Type,Waste Quantity Tonnes per Year,Next Destination Waste Treatment Type,Final Destination Abroad,Final Destination Waste Treatment Type
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,15 02 02*,"absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by hazardous substances",storage prior to transfer off site,,,,,0.18,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,16 05 04*,gases in pressure containers (including halons) containing hazardous substances,stored prior to shipment off site,1.69,0.0,1.69,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,16 05 04*,gases in pressure containers (including halons) containing hazardous substances,storage prior to transfer off site,,,,,1.69,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,16 06 01*,lead batteries,stored prior to shipment off site,2.13,0.0,2.13,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,16 06 01*,lead batteries,storage prior to transfer off site,,,,,2.13,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,16 06 02*,Ni-Cd batteries,stored prior to shipment off site,1.1,0.0,1.1,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,16 06 02*,Ni-Cd batteries,storage prior to transfer off site,,,,,1.1,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,16 06 04,alkaline batteries (except 16 06 03),stored prior to shipment off site,2.92,0.0,2.92,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,16 06 04,alkaline batteries (except 16 06 03),storage prior to transfer off site,,,,,2.92,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,17 01 07,"mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06",stored prior to shipment off site,4.3,0.0,4.3,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,17 01 07,"mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06",storage prior to transfer off site,,,,,4.3,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,17 02 02,Glass,stored prior to shipment off site,15.38,0.0,15.38,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,17 02 02,Glass,storage prior to transfer off site,,,,,15.38,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,19 12 01,paper and cardboard,stored prior to shipment off site,84.96,0.0,84.96,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,19 12 01,paper and cardboard,storage prior to transfer off site,,,,,84.96,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 01,paper and cardboard,stored prior to shipment off site,71.32,0.0,71.32,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 01,paper and cardboard,storage prior to transfer off site,,,,,71.32,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 02,Glass,stored prior to shipment off site,82.18,0.0,82.18,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 02,Glass,storage prior to transfer off site,,,,,82.18,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 08 A,Household biodegradable kitchen & canteen waste,stored prior to shipment off site,11.23,0.0,11.23,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 08 A,Household biodegradable kitchen & canteen waste,storage prior to transfer off site,,,,,11.23,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 11,Textiles,stored prior to shipment off site,4.46,0.0,4.46,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 11,Textiles,storage prior to transfer off site,,,,,4.46,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,stored prior to shipment off site,1.07,0.0,1.07,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,storage prior to transfer off site,,,,,1.07,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 25,edible oil and fat,stored prior to shipment off site,1.78,0.0,1.78,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 25,edible oil and fat,storage prior to transfer off site,,,,,1.78,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances",stored prior to shipment off site,15.21,0.0,15.21,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances",storage prior to transfer off site,,,,,15.21,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
",stored prior to shipment off site,132.22,0.0,132.22,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
",storage prior to transfer off site,,,,,132.22,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 38,wood other than that mentioned in 20 01 37,stored prior to shipment off site,124.06,0.0,124.06,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 38,wood other than that mentioned in 20 01 37,storage prior to transfer off site,,,,,124.06,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 01 40 C,Mixed metals,stored prior to shipment off site,86.66,0.0,86.66,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 01 40 C,Mixed metals,storage prior to transfer off site,,,,,86.66,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 02 01,biodegradable waste,stored prior to shipment off site,79.22,0.0,79.22,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 02 01,biodegradable waste,storage prior to transfer off site,,,,,79.22,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 03 01 A,Municipal mixed residual  household,stored prior to shipment off site,367.79,0.0,367.79,"D15 - Storage pending disposal of waste (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 03 01 A,Municipal mixed residual  household,storage prior to transfer off site,,,,,367.79,,No,"D15 - Storage pending disposal of waste (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 03 03,street-cleaning residues,stored prior to shipment off site,109.32,0.0,109.32,"D15 - Storage pending disposal of waste (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 03 03,street-cleaning residues,storage prior to transfer off site,,,,,109.32,,No,"D15 - Storage pending disposal of waste (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonakilty Waste Transfer Station - W0008,Waste Accepted,Waste Accepted,20 03 07 A,Bulky waste household,stored prior to shipment off site,92.38,0.0,92.38,"D15 - Storage pending disposal of waste (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Clonakilty Waste Transfer Station - W0008,Accepted,Transferred,20 03 07 A,Bulky waste household,storage prior to transfer off site,,,,,92.38,,No,"D15 - Storage pending disposal of waste (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Clonbulloge Ash Repository - W0049,Waste Accepted Landfill,Waste Accepted Landfill,10 01 01,"bottom ash, slag and boiler dust (excluding boiler dust mentioned in 10 01 04)",Bottom Ash,1269.0,0.0,1269.0,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2021,Clonbulloge Ash Repository - W0049,Waste Accepted Landfill,Waste Accepted Landfill,10 01 03,fly ash from peat and untreated wood,Fly Ash,37063.0,0.0,37063.0,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2021,College Proteins Unlimited Company - P0037,Waste Accepted,Waste Accepted,02 01 01,sludges from washing and cleaning,Sludges,246.12,0.0,246.12,R03 - Other recycling or reclamation of organic substances which are not used as solvents (to end-of-waste),,,,
2021,College Proteins Unlimited Company - P0037,Accepted,Finally Treated,02 01 01,sludges from washing and cleaning,Sludges,,,,R03 - Other recycling or reclamation of organic substances which are not used as solvents (to end-of-waste),246.12,,,
2021,College Proteins Unlimited Company - P0037,Waste Accepted,Waste Accepted,02 02 03,materials unsuitable for consumption or processing,Sludges,1304.02,0.0,1304.02,R03 - Other recycling or reclamation of organic substances which are not used as solvents (to end-of-waste),,,,
2021,College Proteins Unlimited Company - P0037,Accepted,Finally Treated,02 02 03,materials unsuitable for consumption or processing,Sludges,,,,R03 - Other recycling or reclamation of organic substances which are not used as solvents (to end-of-waste),1304.02,,,
2021,College Proteins Unlimited Company - P0037,Waste Accepted,Waste Accepted,02 02 04,sludges from on-site effluent treatment,WWTP sludges,3442.39,0.0,3442.39,R03 - Other recycling or reclamation of organic substances which are not used as solvents (to end-of-waste),,,,
2021,College Proteins Unlimited Company - P0037,Accepted,Finally Treated,02 02 04,sludges from on-site effluent treatment,WWTP Sludges,,,,R03 - Other recycling or reclamation of organic substances which are not used as solvents (to end-of-waste),3442.39,,,
2021,College Proteins Unlimited Company - P0037,Accepted,Transferred,02 02 99,wastes not otherwise specified,Cat 1 Meat Bone Meal,,,,,27555.47,,Yes,R01 - Incineration plant (use as fuel) - non-hazardous waste
2021,College Proteins Unlimited Company - P0037,Waste Accepted,Waste Accepted,02 05 01,materials unsuitable for consumption or processing,Skimming from dairy products industry,308.46,0.0,308.46,R03 - Other recycling or reclamation of organic substances which are not used as solvents (to end-of-waste),,,,
2021,College Proteins Unlimited Company - P0037,Accepted,Finally Treated,02 05 01,materials unsuitable for consumption or processing,Skimming from dairy products industry,,,,R03 - Other recycling or reclamation of organic substances which are not used as solvents (to end-of-waste),308.46,,,
2021,College Proteins Unlimited Company - P0037,Waste Accepted,Waste Accepted,20 01 25,edible oil and fat,oils/fats/greases,3384.617,0.0,3384.617,R03 - Other recycling or reclamation of organic substances which are not used as solvents (to end-of-waste),,,,
2021,College Proteins Unlimited Company - P0037,Accepted,Finally Treated,20 01 25,edible oil and fat,oils/greases/fats,,,,R03 - Other recycling or reclamation of organic substances which are not used as solvents (to end-of-waste),3384.617,,,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,08 01 11*,waste paint and varnish containing organic solvents or other hazardous substances,Paint Related Waste,0.093,0.0,0.093,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,08 01 11*,waste paint and varnish containing organic solvents or other hazardous substances,Paint Related Waste,,,,,0.093,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,08 04 09*,waste adhesives and sealants containing organic solvents or other hazardous substances,Waste Adhesives,0.058,0.0,0.058,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,08 04 09*,waste adhesives and sealants containing organic solvents or other hazardous substances,Waste Adhesives,,,,,0.058,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,13 02 08*,"other engine, gear and lubricating oils",Motor Oil,2.78,0.0,2.78,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,13 02 08*,"other engine, gear and lubricating oils",Waste Engine Oil,,,,,2.78,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,15 01 01,paper and cardboard packaging,Cardboard,83.92,0.0,83.92,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,15 01 01,paper and cardboard packaging,Baled Cardboard,,,,,83.92,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,15 01 04,metallic packaging,Steel and Aluminium Cans,6.306,0.0,6.306,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,15 01 04,metallic packaging,Aluminium and Steel Cans,,,,,6.306,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,15 01 06,mixed packaging,Mixed Dry recyclables (Ecosense bags),116.84,0.0,116.84,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,15 01 06,mixed packaging,Mixed Dry Recyclables (Ecosense Bags),,,,,116.84,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,15 01 07,glass packaging,Glass bottles,67.012,0.0,67.012,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,15 01 07,glass packaging,Glass bottles and Jars,,,,,67.012,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,16 05 06*,"laboratory chemicals, consisting of or containing hazardous substances, including mixtures of laboratory chemicals",Laboratory Chemicals,0.121,0.0,0.121,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,16 05 06*,"laboratory chemicals, consisting of or containing hazardous substances, including mixtures of laboratory chemicals",Laboratory Chemicals,,,,,0.121,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,20 01 11,Textiles,Textiles,6.8,0.0,6.8,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,20 01 11,Textiles,Textiles,,,,,6.8,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,20 01 19*,Pesticides,Pesticides,0.07,0.0,0.07,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,20 01 19*,Pesticides,Pesticides,,,,,0.007,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,Fluorescent bulbs,0.513,0.0,0.513,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,Fluorescent tubes,,,,,0.513,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,20 01 23*,"Household waste fridges and freezers and other devices containing HCFC, HFC",Fridges and Freezers,31.042,0.0,31.042,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,20 01 23*,"Household waste fridges and freezers and other devices containing HCFC, HFC",Fridges and freezers,,,,,31.042,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,20 01 32,medicines other than those mentioned in 20 01 31,Spent Medicines,0.005,0.0,0.005,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,20 01 32,medicines other than those mentioned in 20 01 31,Spend Medicines,,,,,0.005,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,20 01 33*,"batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries",Batteries ,4.124,0.0,4.124,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,20 01 33*,"batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries",Batteries,,,,,4.124,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,20 01 35* B,"Municipal waste TVs and monitors, cathode ray tubes
",TV's and Monitors,23.78,0.0,23.78,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,20 01 35* B,"Municipal waste TVs and monitors, cathode ray tubes
",TV's and monitors,,,,,23.78,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,20 01 36 A,"Municipal waste white goods
",White Domestic Appliances,32.833,0.0,32.833,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,20 01 36 A,"Municipal waste white goods
",Large domestic appliances,,,,,32.833,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
",Small domestic appliances,62.299,0.0,62.299,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
",Small domestic appliances,,,,,62.299,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,20 01 40 C,Mixed metals,Scrap Metal,115.0,0.0,115.0,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,20 01 40 C,Mixed metals,Scrap Metal,,,,,115.0,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Coolcaslagh Transfer Station - W0072,Waste Accepted,Waste Accepted,20 03 01 A,Municipal mixed residual  household,Mixed Municipal Waste,1103.18,0.0,1103.18,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Coolcaslagh Transfer Station - W0072,Accepted,Transferred,20 03 01 A,Municipal mixed residual  household,Mixed household waste,,,,,1103.18,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Corranure Landfill - W0077,Accepted,Transferred,13 02 08*,"other engine, gear and lubricating oils",Engine Oil,,,,,1.68,,No,R01 - Incineration plant (use as fuel) - non-hazardous waste
2021,Corranure Landfill - W0077,Accepted,Transferred,15 01 01,paper and cardboard packaging,Cardboard,,,,,150.54,,No,"D09 - Physico-chemical treatment, not specified elsewhere, which results in final compounds or mixtures which are discarded by means of any of the operations numbered D 1 to D 12 (e.g. evaporation, drying, calcination)"
2021,Corranure Landfill - W0077,Accepted,Transferred,15 01 02,plastic packaging,Polystyrene ,,,,,2.68,,No,"D15 - Storage pending disposal of waste (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Corranure Landfill - W0077,Accepted,Transferred,15 01 02,plastic packaging,Plastic bottles,,,,,19.12,,No,R03 - Preparing for reuse of organic substances
2021,Corranure Landfill - W0077,Accepted,Transferred,15 01 02,plastic packaging,Plastic film,,,,,1.1,,No,R03 - Preparing for reuse of organic substances
2021,Corranure Landfill - W0077,Accepted,Transferred,15 01 04,metallic packaging,Aluminum cans,,,,,1.527,,No,R04 - Preparing for reuse of metal and metal compounds
2021,Corranure Landfill - W0077,Accepted,Transferred,15 01 04,metallic packaging,Steel tins,,,,,8.653,,No,R04 - Preparing for reuse of metal and metal compounds
2021,Corranure Landfill - W0077,Accepted,Transferred,15 01 07,glass packaging,Glass bottles,,,,,63.824,,No,R05 - Preparing for reuse of inorganic materials
2021,Corranure Landfill - W0077,Accepted,Transferred,16 01 03,end-of-life tyres,Tyres,,,,,4.9,,No,"D15 - Storage pending disposal of waste (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Corranure Landfill - W0077,Accepted,Transferred,16 01 20,Glass,Glass windscreen,,,,,12.88,,No,R05 - Preparing for reuse of inorganic materials
2021,Corranure Landfill - W0077,Accepted,Transferred,16 05 04*,gases in pressure containers (including halons) containing hazardous substances,Gas cyclinders,,,,,0.44,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Corranure Landfill - W0077,Accepted,Transferred,16 05 04*,gases in pressure containers (including halons) containing hazardous substances,Aerosol cans,,,,,0.18,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Corranure Landfill - W0077,Accepted,Transferred,16 06 01*,lead batteries,Lead batteries,,,,,3.16,,No,R04 - Preparing for reuse of metal and metal compounds
