Reporting Year,Licence Profile,Waste Source,Waste Action,List of Waste Code,Low Code Description,Respondent Waste Description,Accepted Waste Quantity,Accepted waste quantity from abroad,Accepted Waste Quantity from Ireland,On Site Waste Treatment Type,Waste Quantity Tonnes per Year,Next Destination Waste Treatment Type,Final Destination Abroad,Final Destination Waste Treatment Type
2021,Ashgrove Recycling - W0147,Accepted,Transferred,17 05 04,soil and stones other than those mentioned in 17 05 03,Soil and stone,,,,,2076.36,,No,R10 - Land treatment resulting in benefit to agriculture or ecological improvement
2021,Ashgrove Recycling - W0147,Accepted,Transferred,17 05 04,soil and stones other than those mentioned in 17 05 03,Soil and Stones ,,,,,932.32,,No,R10 - Land treatment resulting in benefit to agriculture or ecological improvement
2021,Ashgrove Recycling - W0147,Accepted,Transferred,17 05 04,soil and stones other than those mentioned in 17 05 03,Soil and Stones,,,,,200.8,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Ashgrove Recycling - W0147,Accepted,Transferred,17 05 04,soil and stones other than those mentioned in 17 05 03,Soil and Stones ,,,,,168.28,,No,R10 - Land treatment resulting in benefit to agriculture or ecological improvement
2021,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,17 08 02,gypsum-based construction materials other than those mentioned in 17 08 01,Plasterboard,379.84,0.0,379.84,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Ashgrove Recycling - W0147,Accepted,Transferred,17 08 02,gypsum-based construction materials other than those mentioned in 17 08 01,Plasterboard,,,,,126.06,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Ashgrove Recycling - W0147,Accepted,Transferred,17 08 02,gypsum-based construction materials other than those mentioned in 17 08 01,Plasterboard,,,,,29.28,,No,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)"
2021,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,17 09 04,"mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03",Mixed C&D,4287.8,0.0,4287.8,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Ashgrove Recycling - W0147,Accepted,Transferred,17 09 04,"mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03",Mixed C&D,,,,,138.3,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Ashgrove Recycling - W0147,Accepted,Transferred,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
",Small Quantities of WEEE removed from Bulky waste skips,,,,,4.14,R04 - Metal and metal component recycling or reclamation (to end-of-waste),,
2021,Ashgrove Recycling - W0147,Accepted,Transferred,20 01 38,wood other than that mentioned in 20 01 37,White wood,,,,,196.36,R01 - Incineration plant (use as fuel) - non-hazardous waste,,
2021,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 01 39,Plastics,Plastic,1.28,0.0,1.28,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Ashgrove Recycling - W0147,Accepted,Transferred,20 02 01,biodegradable waste,Green Waste ,,,,,89.14,R03 - Composting (aerobic),,
2021,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 03 01 B,Municipal mixed residual non-household,Mixed Waste,2638.47,0.0,2638.47,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Ashgrove Recycling - W0147,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,MMRW,,,,,2.76,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Ashgrove Recycling - W0147,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,Dry recyclables,,,,,0.96,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Ashgrove Recycling - W0147,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,Mixed Municipal,,,,,6184.14,,No,R01 - Incineration plant (use as fuel) - non-hazardous waste
2021,Ashgrove Recycling - W0147,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,Municipal mixed residual,,,,,424.1,,No,"D01 - Deposit into or onto land (e.g. landfill, etc.)"
2021,Ashgrove Recycling - W0147,Accepted,Transferred,20 03 01 B,Municipal mixed residual non-household,MMRW,,,,,56.06,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 03 01 E,Municipal mixed dry recyclables non-household,Mixed dry recyclables,7.92,0.0,7.92,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 03 07 A,Bulky waste household,Bulky Waste where WEEE was present,4.44,0.0,4.44,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Ashgrove Recycling - W0147,Waste Accepted,Waste Accepted,20 03 07 B,Bulky waste non-household,Light Waste,4725.48,0.0,4725.48,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,13 02 04*,"mineral-based chlorinated engine, gear and lubricating oils","mineral-based chlorinated engine, gear and lubricating oils",3.6,0.0,3.6,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,13 02 04*,"mineral-based chlorinated engine, gear and lubricating oils","mineral-based chlorinated engine, gear and lubricating oils ",,,,,3.6,,No,R03 - Preparing for reuse of organic substances
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 01,paper and cardboard packaging,paper and cardboard packaging,27.46,0.0,27.46,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 01,paper and cardboard packaging,paper and cardboard packaging,,,,,27.46,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",No,
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 02,plastic packaging,plastic packaging ,17.16,0.0,17.16,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 02,plastic packaging,plastic packaging ,,,,,17.16,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 03,wooden packaging,wooden packaging,97.8,0.0,97.8,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 03,wooden packaging,wooden packaging,,,,,97.8,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 04,metallic packaging,metallic packaging,12.04,0.0,12.04,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 04,metallic packaging,metallic packaging,,,,,12.04,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,15 01 05,composite packaging,Tetrapaks,2.32,0.0,2.32,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,15 01 05,composite packaging,Tetrapaks,,,,,2.32,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 01,paper and cardboard,paper and cardboard ,36.78,0.0,36.78,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 01,paper and cardboard,paper and cardboard,,,,,36.78,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 02,Glass,Glass,30.08,0.0,30.08,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 02,Glass,Domestic glass packaging,,,,,18.6,,No,R05 - Preparing for reuse of inorganic materials
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 02,Glass,glass (flat),,,,,11.48,,No,R05 - Preparing for reuse of inorganic materials
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,fluorescent tubes and other mercury-containing waste,0.32,0.0,0.32,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,fluorescent tubes and other mercury-containing waste,,,,,0.32,,No,R04 - Preparing for reuse of metal and metal compounds
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances",Waste Paint and Varnish (incl containers),7.72,0.0,7.72,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances",Waste Paint and Varnish (incl containers),,,,,7.72,,No,R05 - Preparing for reuse of inorganic materials
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 33*,"batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries","Batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries",0.86,0.0,0.86,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 33*,"batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries","batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries",,,,,0.86,,No,R04 - Preparing for reuse of metal and metal compounds
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 36 A,"Municipal waste white goods
","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35",99.935,0.0,99.935,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 36 A,"Municipal waste white goods
","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35",,,,,99.935,,No,R04 - Preparing for reuse of metal and metal compounds
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 01 40 C,Mixed metals,metals,39.23,0.0,39.23,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 01 40 C,Mixed metals,metals,,,,,39.23,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 02 01,biodegradable waste,biodegradable waste,74.72,0.0,74.72,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 02 01,biodegradable waste,biodegradable waste,,,,,74.72,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 03 01 A,Municipal mixed residual  household,mixed municipal waste,553.28,0.0,553.28,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 03 01 A,Municipal mixed residual  household,mixed municipal waste,,,,,553.28,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Athy Civic Amenity Centre - W0175,Waste Accepted,Waste Accepted,20 03 07 A,Bulky waste household,bulky waste,364.99,0.0,364.99,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Athy Civic Amenity Centre - W0175,Accepted,Transferred,20 03 07 A,Bulky waste household,bulky waste,,,,,364.99,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,13 02 08*,"other engine, gear and lubricating oils",motor oil,,,,,0.8007,,No,R09 - Oil re-refining or other reuses of oil
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,15 01 01,paper and cardboard packaging,Paper and cardboard packaging,,,,,16.311,,No,R05 - Preparing for reuse of inorganic materials
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,15 01 02,plastic packaging,Plastic and metallic packaging,,,,,6.45,,No,R05 - Preparing for reuse of inorganic materials
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,15 01 04,metallic packaging,Metallic packaging,,,,,4.333,,Yes,R04 - Preparing for reuse of metal and metal compounds
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,16 05 04*,gases in pressure containers (including halons) containing hazardous substances,gases in pressure containers (including halons) containing hazardous substances,,,,,0.41,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",Yes,R06 - Regeneration of acids or bases
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,16 06 01*,lead batteries,other batteries and accumulators,,,,,1.029,,No,R04 - Preparing for reuse of metal and metal compounds
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,16 06 04,alkaline batteries (except 16 06 03),alkaline batteries (except 16 06 03),,,,,1.223,,No,R04 - Preparing for reuse of metal and metal compounds
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 01,paper and cardboard,paper (non packaging),,,,,34.545,,No,R05 - Preparing for reuse of inorganic materials
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 02,Glass,Glass,,,,,27.176,,Yes,R05 - Preparing for reuse of inorganic materials
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 11,Textiles,textiles,,,,,3.78,,No,R05 - Preparing for reuse of inorganic materials
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 21*,Household waste fluorescent lamps and other mercury containing waste,fluorescent tubes,,,,,0.156,,No,R05 - Preparing for reuse of inorganic materials
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 26*,oil and fat other than those mentioned in 20 01 25,oil and fat other than those mentioned in 20 01 25,,,,,0.226,,Yes,R09 - Oil re-refining or other reuses of oil
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 27*,"paint, inks, adhesives and resins containing hazardous substances","Paint, inks, adhesives and resins containing hazardous substances",,,,,3.58,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",Yes,R06 - Regeneration of acids or bases
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 36 D,"Municipal other  waste electrical and electronic equipment, non-hazardous
","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35",,,,,58.926,,No,R05 - Preparing for reuse of inorganic materials
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 38,wood other than that mentioned in 20 01 37,wood other than that mentioned in 20 01 37,,,,,42.42,,No,R03 - Preparing for reuse of organic substances
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 39,Plastics,plastics (polystyrene),,,,,7.98,,No,R05 - Preparing for reuse of inorganic materials
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 01 40 C,Mixed metals,Metals,,,,,26.8,,No,R04 - Preparing for reuse of metal and metal compounds
2021,Ballaghaderreen Landfill - W0059,Waste Accepted,Waste Accepted,20 01 99,other fractions not otherwise specified,"Waste accepted at Civic Amenity Site, not treated on site and transferred for treatment offsite",320.7297,0.0,320.7297,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 03 01 A,Municipal mixed residual  household,Mixed municipal waste,,,,,74.739,,No,"D01 - Deposit into or onto land (e.g. landfill, etc.)"
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 03 07 A,Bulky waste household,Bulky waste,,,,,6.0,,No,R05 - Preparing for reuse of inorganic materials
2021,Ballaghaderreen Landfill - W0059,Accepted,Transferred,20 03 07 A,Bulky waste household,"Bulky household waste (mattresses, bed bases, armchairs)",,,,,3.845,,No,R05 - Preparing for reuse of inorganic materials
2021,Ballaghveny Landfill - W0078,Waste Accepted Landfill,Waste Accepted Landfill,10 01 15,"bottom ash, slag and boiler dust from co-incineration other than those mentioned in 10 01 14",Ash,586.22,0.0,586.22,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2021,Ballaghveny Landfill - W0078,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Non hazardous soil and stone,739.36,0.0,739.36,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2021,Ballaghveny Landfill - W0078,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Non hazardous soil and stone,1498.18,0.0,1498.18,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2021,Ballaghveny Landfill - W0078,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Non hardous soil and stone,1775.21,0.0,1775.21,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2021,Ballaghveny Landfill - W0078,Waste Accepted Landfill,Waste Accepted Landfill,17 05 04,soil and stones other than those mentioned in 17 05 03,Non hardous soil and stone,2792.26,0.0,2792.26,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2021,Ballaghveny Landfill - W0078,Waste Accepted Landfill,Waste Accepted Landfill,19 05 99,wastes not otherwise specified,Stabilised Compost,1590.82,0.0,1590.82,"D01 - Deposit into or onto land (e.g. landfill, etc.)",,,,
2021,Ballymount Baling Station - W0003,Waste Accepted,Waste Accepted,13 02 04*,"mineral-based chlorinated engine, gear and lubricating oils",As above,41.62,0.0,41.62,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
2021,Ballymount Baling Station - W0003,Accepted,Transferred,13 02 04*,"mineral-based chlorinated engine, gear and lubricating oils",As above,,,,,41.62,,No,R09 - Oil re-refining or other reuses of oil
2021,Ballymount Baling Station - W0003,Waste Accepted,Waste Accepted,15 01 01,paper and cardboard packaging,As above,533.68,0.0,533.68,"R13 - Storage of waste pending any of the operations numbered R1 to R12 (excluding temporary storage, pending collection, on the site where the waste is produced)",,,,
